98,3307,0,0,63,0,0,44,50,35,0,0,0,45,0,0,46,0,47,0,42,0,51,0,0,49,43,0,0,0,0,51,60,43,0,0,72,32,68,0,44,0,56,0,0,42,64,0,0,58,0,42,54,27,43,50,49,29,0,46,59,45,449,264,0,172,260,0,0,0,175,306,314,0,446,384,0,490,0,272,0,288,0,336,295,0,0,234,345,316,506,0,0,0,446,356,0,0,0,365,0,367,0,196,448,0,0,414,394,0,344,0,0,0,0,0,0,0,339,0,0,0,79,2721,141
70,2759,0,0,56,0,48,0,53,31,0,61,0,55,61,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,56,44,46,49,58,42,50,0,0,0,50,61,0,0,35,51,47,50,233,384,0,253,0,249,0,0,154,0,332,0,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,0,0,0,0,0,0,0,231,125,249,0,0,284,359,0,0,0,0,89,3024,138
58,2336,0,48,57,56,0,33,35,58,0,0,27,50,68,0,0,56,0,48,0,53,31,0,61,0,55,61,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,56,44,46,49,58,256,0,0,0,279,0,0,0,503,239,0,0,0,233,384,0,253,0,249,0,0,154,0,332,0,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,0,0,0,0,0,90,3086,99
50,600,55,40,41,49,0,58,0,0,0,0,0,38,0,62,56,0,36,0,50,54,64,63,48,0,0,36,44,0,42,0,0,52,45,37,43,0,43,44,66,0,0,53,0,0,44,0,0,50,51,0,0,0,35,56,28,0,55,50,0,29,0,0,0,0,306,0,457,385,273,282,390,0,216,0,0,568,0,267,0,0,0,0,0,590,207,0,0,108,0,180,388,0,0,0,0,423,0,0,0,366,518,0,451,166,0,299,473,0,0,279,345,403,0,0,0,321,0,0,351,0,65,2215,113
75,600,47,0,42,0,51,0,0,49,43,0,0,0,0,51,60,43,0,0,72,32,68,0,44,0,56,0,0,42,64,0,0,58,0,42,54,27,43,50,49,29,0,46,59,45,0,48,52,58,50,33,0,0,44,58,53,0,39,39,0,61,0,272,0,288,0,336,295,0,0,234,345,316,506,0,0,0,446,356,0,0,0,365,0,367,0,196,448,0,0,414,394,0,344,0,0,0,0,0,0,0,339,0,0,0,183,0,0,0,0,0,445,388,0,0,0,462,0,0,376,0,81,2896,134
70,2643,0,0,44,0,0,50,51,0,0,0,35,56,28,0,55,50,0,29,70,54,0,0,0,65,0,0,52,51,53,48,0,0,0,0,36,0,33,52,0,0,0,43,0,48,57,56,0,33,35,58,0,0,27,50,68,0,0,56,0,48,451,166,0,299,473,0,0,279,345,403,0,0,0,321,0,0,351,0,0,0,268,265,486,0,267,256,0,0,0,0,259,311,502,494,0,274,0,0,352,218,439,0,256,0,0,0,279,0,0,0,503,239,0,0,0,233,384,0,253,0,67,2539,137
70,2643,0,0,44,0,0,50,51,0,0,0,35,56,28,0,55,50,0,29,70,54,0,0,0,65,0,0,52,51,53,48,0,0,0,0,36,0,33,52,0,0,0,43,0,48,57,56,0,33,35,58,0,0,27,50,68,0,0,56,0,48,451,166,0,299,473,0,0,279,345,403,0,0,0,321,0,0,351,0,0,0,268,265,486,0,267,256,0,0,0,0,259,311,502,494,0,274,0,0,352,218,439,0,256,0,0,0,279,0,0,0,503,239,0,0,0,233,384,0,253,0,67,2539,98
51,600,0,39,0,0,64,0,0,54,66,0,0,55,40,41,49,0,58,0,0,0,0,0,38,0,62,56,0,36,0,50,54,64,63,48,0,0,36,44,0,42,0,0,52,45,37,43,0,43,44,66,0,0,53,0,0,44,0,0,50,51,364,0,354,251,0,348,422,0,0,239,387,0,0,0,0,306,0,457,385,273,282,390,0,216,0,0,568,0,267,0,0,0,0,0,590,207,0,0,108,0,180,388,0,0,0,0,423,0,0,0,366,518,0,451,166,0,299,473,0,0,67,2577,126
66,2694,0,0,52,51,53,48,0,0,0,0,36,0,33,52,0,0,0,43,0,48,57,56,0,33,35,58,0,0,27,50,68,0,0,56,0,48,0,53,31,0,61,0,55,61,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,267,256,0,0,0,0,259,311,502,494,0,274,0,0,352,218,439,0,256,0,0,0,279,0,0,0,503,239,0,0,0,233,384,0,253,0,249,0,0,154,0,332,0,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,76,2770,75
62,600,41,49,0,55,53,0,0,41,44,60,0,0,0,43,0,75,53,0,0,51,0,0,0,46,0,40,64,51,49,46,51,0,0,66,51,35,0,48,59,42,52,45,0,21,0,43,45,53,0,44,0,0,42,68,0,0,0,0,0,54,0,0,329,0,0,402,492,0,0,0,299,245,286,0,351,0,0,261,399,0,319,208,83,0,121,0,0,0,0,0,0,253,171,0,0,0,93,0,0,0,0,0,428,0,438,0,0,0,298,0,462,380,0,0,256,268,335,267,230,0,69,2629,93
75,2594,0,51,0,0,49,43,0,0,0,0,51,60,43,0,0,72,32,68,0,44,0,56,0,0,42,64,0,0,58,0,42,54,27,43,50,49,29,0,46,59,45,0,48,52,58,50,33,0,0,44,58,53,0,39,39,0,61,50,0,0,288,0,336,295,0,0,234,345,316,506,0,0,0,446,356,0,0,0,365,0,367,0,196,448,0,0,414,394,0,344,0,0,0,0,0,0,0,339,0,0,0,183,0,0,0,0,0,445,388,0,0,0,462,0,0,376,0,0,417,292,77,600,172
42,2437,40,0,0,65,43,46,0,39,0,0,39,0,0,64,0,0,54,66,0,0,55,40,41,49,0,58,0,0,0,0,0,38,0,62,56,0,36,0,50,54,64,63,48,0,0,36,44,0,42,0,0,52,45,37,43,0,43,44,66,0,0,160,362,0,0,0,289,0,425,364,0,354,251,0,348,422,0,0,239,387,0,0,0,0,306,0,457,385,273,282,390,0,216,0,0,568,0,267,0,0,0,0,0,590,207,0,0,108,0,180,388,0,0,0,0,423,0,0,0,366,72,600,96
69,3398,48,0,0,36,44,0,42,0,0,52,45,37,43,0,43,44,66,0,0,53,0,0,44,0,0,50,51,0,0,0,35,56,28,0,55,50,0,29,70,54,0,0,0,65,0,0,52,51,53,48,0,0,0,0,36,0,33,52,0,0,0,590,207,0,0,108,0,180,388,0,0,0,0,423,0,0,0,366,518,0,451,166,0,299,473,0,0,279,345,403,0,0,0,321,0,0,351,0,0,0,268,265,486,0,267,256,0,0,0,0,259,311,502,494,0,274,0,0,352,218,59,600,127
74,2692,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,56,44,46,49,58,42,50,0,0,0,50,61,0,0,35,51,47,50,0,0,52,54,48,63,66,55,0,54,55,64,0,0,63,0,0,44,50,35,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,0,0,0,0,0,0,0,231,125,249,0,0,284,359,0,0,0,0,281,285,0,0,0,0,0,0,293,0,0,0,449,264,0,172,260,0,0,0,91,2930,73
65,600,53,31,0,61,0,55,61,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,56,44,46,49,58,42,50,0,0,0,50,61,0,0,35,51,47,50,0,0,52,54,48,63,0,0,154,0,332,0,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,0,0,0,0,0,0,0,231,125,249,0,0,284,359,0,0,0,0,281,285,0,0,0,0,91,3133,104
73,2743,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,56,44,46,49,58,42,50,0,0,0,50,61,0,0,35,51,47,50,0,0,52,54,48,63,66,55,0,54,55,64,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,0,0,0,0,0,0,0,231,125,249,0,0,284,359,0,0,0,0,281,285,0,0,0,0,0,0,293,0,0,0,449,94,616,103
63,600,33,35,58,0,0,27,50,68,0,0,56,0,48,0,53,31,0,61,0,55,61,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,56,44,46,49,58,42,50,0,0,0,0,0,0,503,239,0,0,0,233,384,0,253,0,249,0,0,154,0,332,0,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,0,0,0,0,0,0,0,231,125,249,86,600,145
72,600,0,41,0,0,0,0,63,0,41,49,0,55,53,0,0,41,44,60,0,0,0,43,0,75,53,0,0,51,0,0,0,46,0,40,64,51,49,46,51,0,0,66,51,35,0,48,59,42,52,45,0,21,0,43,45,53,0,44,0,0,397,0,260,164,199,371,0,309,0,0,329,0,0,402,492,0,0,0,299,245,286,0,351,0,0,261,399,0,319,208,83,0,121,0,0,0,0,0,0,253,171,0,0,0,93,0,0,0,0,0,428,0,438,0,0,0,298,0,462,380,74,600,92
64,600,0,36,0,33,52,0,0,0,43,0,48,57,56,0,33,35,58,0,0,27,50,68,0,0,56,0,48,0,53,31,0,61,0,55,61,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,494,0,274,0,0,352,218,439,0,256,0,0,0,279,0,0,0,503,239,0,0,0,233,384,0,253,0,249,0,0,154,0,332,0,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,79,600,164
54,600,50,54,64,63,48,0,0,36,44,0,42,0,0,52,45,37,43,0,43,44,66,0,0,53,0,0,44,0,0,50,51,0,0,0,35,56,28,0,55,50,0,29,70,54,0,0,0,65,0,0,52,51,53,48,0,0,0,0,36,0,0,0,0,0,0,590,207,0,0,108,0,180,388,0,0,0,0,423,0,0,0,366,518,0,451,166,0,299,473,0,0,279,345,403,0,0,0,321,0,0,351,0,0,0,268,265,486,0,267,256,0,0,0,0,259,311,502,494,0,274,59,600,71
83,2908,44,46,49,58,42,50,0,0,0,50,61,0,0,35,51,47,50,0,0,52,54,48,63,66,55,0,54,55,64,0,0,63,0,0,44,50,35,0,0,0,45,0,0,46,0,47,0,42,0,51,0,0,49,43,0,0,0,0,51,60,0,0,0,0,0,0,231,125,249,0,0,284,359,0,0,0,0,281,285,0,0,0,0,0,0,293,0,0,0,449,264,0,172,260,0,0,0,175,306,314,0,446,384,0,490,0,272,0,288,0,336,295,0,0,234,345,316,506,0,0,67,2674,61
64,600,52,45,37,43,0,43,44,66,0,0,53,0,0,44,0,0,50,51,0,0,0,35,56,28,0,55,50,0,29,70,54,0,0,0,65,0,0,52,51,53,48,0,0,0,0,36,0,33,52,0,0,0,43,0,48,57,56,0,33,35,0,0,0,0,423,0,0,0,366,518,0,451,166,0,299,473,0,0,279,345,403,0,0,0,321,0,0,351,0,0,0,268,265,486,0,267,256,0,0,0,0,259,311,502,494,0,274,0,0,352,218,439,0,256,0,0,0,279,0,0,66,2304,107
60,2174,52,0,0,0,43,0,48,57,56,0,33,35,58,0,0,27,50,68,0,0,56,0,48,0,53,31,0,61,0,55,61,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,0,352,218,439,0,256,0,0,0,279,0,0,0,503,239,0,0,0,233,384,0,253,0,249,0,0,154,0,332,0,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,81,2712,164
69,600,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,56,44,46,49,58,42,50,0,0,0,50,61,0,0,35,51,47,50,0,0,52,54,48,63,66,55,0,54,55,64,0,0,63,0,0,44,50,35,0,0,0,45,0,0,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,0,0,0,0,0,0,0,231,125,249,0,0,284,359,0,0,0,0,281,285,0,0,0,0,0,0,293,0,0,0,449,264,0,172,260,0,0,0,175,306,314,0,446,384,77,600,92
73,2559,0,0,0,0,51,60,43,0,0,72,32,68,0,44,0,56,0,0,42,64,0,0,58,0,42,54,27,43,50,49,29,0,46,59,45,0,48,52,58,50,33,0,0,44,58,53,0,39,39,0,61,50,0,0,38,49,48,0,60,0,234,345,316,506,0,0,0,446,356,0,0,0,365,0,367,0,196,448,0,0,414,394,0,344,0,0,0,0,0,0,0,339,0,0,0,183,0,0,0,0,0,445,388,0,0,0,462,0,0,376,0,0,417,292,0,0,0,220,0,286,79,600,46
70,2609,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,0,67,51,0,39,56,44,46,49,58,42,50,0,0,0,50,61,0,0,35,51,47,50,0,0,52,54,48,63,66,55,0,54,55,64,0,0,63,0,0,44,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,377,0,0,391,0,0,0,0,0,0,0,0,231,125,249,0,0,284,359,0,0,0,0,281,285,0,0,0,0,0,0,293,0,0,0,449,264,0,172,260,0,89,2951,191
84,2947,0,54,47,0,0,67,51,0,39,56,44,46,49,58,42,50,0,0,0,50,61,0,0,35,51,47,50,0,0,52,54,48,63,66,55,0,54,55,64,0,0,63,0,0,44,50,35,0,0,0,45,0,0,46,0,47,0,42,0,51,386,0,0,186,377,0,0,391,0,0,0,0,0,0,0,0,231,125,249,0,0,284,359,0,0,0,0,281,285,0,0,0,0,0,0,293,0,0,0,449,264,0,172,260,0,0,0,175,306,314,0,446,384,0,490,0,272,0,288,0,74,2693,72
70,2527,0,56,0,0,42,64,0,0,58,0,42,54,27,43,50,49,29,0,46,59,45,0,48,52,58,50,33,0,0,44,58,53,0,39,39,0,61,50,0,0,38,49,48,0,60,0,33,0,0,52,0,0,41,0,0,0,0,63,0,41,367,0,196,448,0,0,414,394,0,344,0,0,0,0,0,0,0,339,0,0,0,183,0,0,0,0,0,445,388,0,0,0,462,0,0,376,0,0,417,292,0,0,0,220,0,286,0,445,317,0,306,397,0,260,164,199,371,0,309,0,64,2372,116
90,600,0,0,50,61,0,0,35,51,47,50,0,0,52,54,48,63,66,55,0,54,55,64,0,0,63,0,0,44,50,35,0,0,0,45,0,0,46,0,47,0,42,0,51,0,0,49,43,0,0,0,0,51,60,43,0,0,72,32,68,0,125,249,0,0,284,359,0,0,0,0,281,285,0,0,0,0,0,0,293,0,0,0,449,264,0,172,260,0,0,0,175,306,314,0,446,384,0,490,0,272,0,288,0,336,295,0,0,234,345,316,506,0,0,0,446,356,0,0,0,365,69,600,66
68,600,0,0,36,0,33,52,0,0,0,43,0,48,57,56,0,33,35,58,0,0,27,50,68,0,0,56,0,48,0,53,31,0,61,0,55,61,0,60,0,0,50,47,51,0,0,55,61,0,0,54,41,58,42,56,60,58,0,54,47,0,502,494,0,274,0,0,352,218,439,0,256,0,0,0,279,0,0,0,503,239,0,0,0,233,384,0,253,0,249,0,0,154,0,332,0,0,242,0,394,245,0,0,0,387,115,0,0,383,342,0,0,0,0,0,0,0,386,0,0,186,82,600,44
87,600,0,35,51,47,50,0,0,52,54,48,63,66,55,0,54,55,64,0,0,63,0,0,44,50,35,0,0,0,45,0,0,46,0,47,0,42,0,51,0,0,49,43,0,0,0,0,51,60,43,0,0,72,32,68,0,44,0,56,0,0,359,0,0,0,0,281,285,0,0,0,0,0,0,293,0,0,0,449,264,0,172,260,0,0,0,175,306,314,0,446,384,0,490,0,272,0,288,0,336,295,0,0,234,345,316,506,0,0,0,446,356,0,0,0,365,0,367,0,196,448,65,600,72
50,2579,46,0,39,0,0,39,0,0,64,0,0,54,66,0,0,55,40,41,49,0,58,0,0,0,0,0,38,0,62,56,0,36,0,50,54,64,63,48,0,0,36,44,0,42,0,0,52,45,37,43,0,43,44,66,0,0,53,0,0,44,0,289,0,425,364,0,354,251,0,348,422,0,0,239,387,0,0,0,0,306,0,457,385,273,282,390,0,216,0,0,568,0,267,0,0,0,0,0,590,207,0,0,108,0,180,388,0,0,0,0,423,0,0,0,366,518,0,451,166,0,67,2467,128
50,2174,0,0,64,0,0,54,66,0,0,55,40,41,49,0,58,0,0,0,0,0,38,0,62,56,0,36,0,50,54,64,63,48,0,0,36,44,0,42,0,0,52,45,37,43,0,43,44,66,0,0,53,0,0,44,0,0,50,51,0,0,354,251,0,348,422,0,0,239,387,0,0,0,0,306,0,457,385,273,282,390,0,216,0,0,568,0,267,0,0,0,0,0,590,207,0,0,108,0,180,388,0,0,0,0,423,0,0,0,366,518,0,451,166,0,299,473,0,0,279,345,62,600,197
